mean_test_f1_macro,mean_test_precision_macro,mean_test_recall_macro,param_activation,param_batch_size,param_epochs,param_conv_activation,param_conv_l2_regularizer,param_dense_activation,param_dense_l2_regularizer,param_dropout_rate,param_filters,param_kernel_size,param_loss_function,param_optimizer,param_units
0.9075159299,0.9122815749,0.9058700581,sigmoid,64,25,tanh,0.001,tanh,0.001,0.6,64,5,binary_crossentropy,nadam,16
0.9074867822,0.9104098935,0.9073402285,sigmoid,64,50,tanh,0.001,relu,0.01,0.6,320,5,binary_crossentropy,nadam,256
0.9074764851,0.9086165354,0.9087476359,sigmoid,64,25,relu,0.01,relu,0.001,0.6,64,3,binary_crossentropy,nadam,256
0.9074678288,0.9092536987,0.9082445136,sigmoid,64,25,relu,0.01,tanh,0.01,0.6,64,5,binary_crossentropy,nadam,64
0.9074642102,0.9105668784,0.9062712209,sigmoid,64,25,tanh,0.001,relu,0.01,0.6,64,3,binary_crossentropy,nadam,64
0.9073502299,0.9111836206,0.9043311524,sigmoid,64,50,tanh,0.001,relu,0.01,0.6,320,3,binary_crossentropy,nadam,256
0.9073011607,0.9069699214,0.9086613512,sigmoid,64,50,relu,0.001,tanh,0.001,0.6,320,3,binary_crossentropy,nadam,16
0.9072517759,0.9113149575,0.9046994014,sigmoid,64,25,tanh,0.001,relu,0.01,0.6,320,3,binary_crossentropy,nadam,16
0.9072517534,0.9137233138,0.9042369696,sigmoid,64,25,tanh,0.01,relu,0.01,0.6,320,5,binary_crossentropy,nadam,256
0.9071889673,0.9091659869,0.9076658099,sigmoid,64,25,relu,0.001,relu,0.01,0.6,320,3,binary_crossentropy,nadam,64
0.9071537634,0.9087528701,0.9074027628,sigmoid,64,25,relu,0.001,tanh,0.01,0.6,320,3,binary_crossentropy,nadam,64
0.9070950007,0.9172953213,0.9034539731,sigmoid,64,25,tanh,0.01,tanh,0.001,0.6,64,5,binary_crossentropy,nadam,256
0.9070806147,0.9167184865,0.9015518662,sigmoid,64,50,relu,0.01,relu,0.01,0.6,64,5,binary_crossentropy,nadam,256
0.9070747401,0.9102431027,0.9052451387,sigmoid,64,25,tanh,0.01,tanh,0.01,0.6,64,3,binary_crossentropy,nadam,16
0.9070440352,0.9184949821,0.9008756048,sigmoid,64,25,relu,0.01,tanh,0.001,0.6,64,5,binary_crossentropy,nadam,16
0.9070313043,0.909805298,0.9053893107,sigmoid,64,50,relu,0.001,tanh,0.001,0.6,64,5,binary_crossentropy,nadam,256
0.9070294841,0.9093069741,0.905892433,sigmoid,64,25,tanh,0.01,relu,0.001,0.6,64,3,binary_crossentropy,nadam,256
0.9070191453,0.9128944785,0.9041220955,sigmoid,64,25,tanh,0.001,tanh,0.01,0.6,64,3,binary_crossentropy,nadam,256
0.9069642481,0.911541973,0.9035132401,sigmoid,64,50,tanh,0.01,tanh,0.01,0.6,320,3,binary_crossentropy,nadam,256
0.906897511,0.9135855849,0.9030765227,sigmoid,64,25,tanh,0.001,relu,0.001,0.6,64,3,binary_crossentropy,nadam,64
0.9064440246,0.9106860164,0.9039757663,sigmoid,64,25,tanh,0.001,tanh,0.001,0.6,320,3,binary_crossentropy,nadam,256
0.9062936233,0.9118937641,0.9024917755,sigmoid,64,25,tanh,0.01,tanh,0.001,0.6,320,5,binary_crossentropy,nadam,256
0.9059972077,0.9164625801,0.8985915309,sigmoid,64,25,relu,0.01,tanh,0.001,0.6,64,5,binary_crossentropy,nadam,256
0.9057231715,0.904932075,0.90876606,sigmoid,64,50,relu,0.001,relu,0.001,0.6,64,3,binary_crossentropy,nadam,16
0.9056207628,0.9067626722,0.9063754866,sigmoid,64,25,tanh,0.001,relu,0.001,0.6,320,5,binary_crossentropy,nadam,256
0.905573696,0.9050709773,0.9083437627,sigmoid,64,25,tanh,0.01,relu,0.01,0.6,320,5,binary_crossentropy,nadam,64
