mean_test_f1_macro,mean_test_precision_macro,mean_test_recall_macro,param_activation,param_batch_size,param_epochs,param_conv_activation,param_conv_l2_regularizer,param_dense_activation,param_dense_l2_regularizer,param_dropout_rate,param_filters,param_kernel_size,param_loss_function,param_optimizer,param_units
0.807597816568962,0.940490875719662,0.749188062065747,sigmoid,64,25,relu,0.001,tanh,0.01,0.6,64,3,binary_crossentropy,nadam,256
0.807506311910848,0.955252361336574,0.744014511993801,sigmoid,64,25,relu,0.001,relu,0.01,0.6,320,5,binary_crossentropy,nadam,16
0.807407886355292,0.939378219903694,0.749621743907371,sigmoid,64,50,tanh,0.01,tanh,0.01,0.6,320,3,binary_crossentropy,nadam,16
0.807320885151615,0.915785971765433,0.755287603770716,sigmoid,64,50,relu,0.001,relu,0.01,0.6,64,5,binary_crossentropy,nadam,256
0.807188418779784,0.891513415657057,0.770766299433647,sigmoid,64,50,relu,0.01,tanh,0.001,0.6,320,3,binary_crossentropy,nadam,16
0.807181152804844,0.952907643267207,0.743720506961529,sigmoid,64,25,relu,0.001,tanh,0.01,0.6,64,5,binary_crossentropy,nadam,64
0.807053517434363,0.943754637932065,0.746699275280932,sigmoid,64,50,tanh,0.001,relu,0.001,0.6,320,3,binary_crossentropy,nadam,256
0.806950940081476,0.933113159817312,0.753303155756653,sigmoid,64,50,relu,0.01,relu,0.01,0.6,64,3,binary_crossentropy,nadam,64
0.806675560785956,0.955269497748966,0.743183288464022,sigmoid,64,50,relu,0.001,relu,0.01,0.6,320,5,binary_crossentropy,nadam,16
0.80663178600721,0.882074105598563,0.772499453296967,sigmoid,64,50,relu,0.01,tanh,0.001,0.6,64,3,binary_crossentropy,nadam,64
0.806529725961328,0.940499011188171,0.748429118842905,sigmoid,64,50,tanh,0.001,relu,0.001,0.6,320,5,binary_crossentropy,nadam,64
0.806071995503419,0.94609849052606,0.744969431718958,sigmoid,64,25,tanh,0.01,tanh,0.01,0.6,64,5,binary_crossentropy,nadam,64
0.805959082670089,0.949669652054513,0.745450350523503,sigmoid,64,50,relu,0.001,tanh,0.01,0.6,64,5,binary_crossentropy,nadam,16
0.805953950874794,0.955242494917318,0.741231720176714,sigmoid,64,25,relu,0.001,relu,0.01,0.6,320,5,binary_crossentropy,nadam,64
0.805787219603634,0.896419517898129,0.765427630602841,sigmoid,64,50,relu,0.001,relu,0.001,0.6,64,3,binary_crossentropy,nadam,64
0.805662260514097,0.927171808539312,0.750166879309053,sigmoid,64,50,relu,0.001,tanh,0.001,0.6,64,3,binary_crossentropy,nadam,256
0.805558677411888,0.905178226377465,0.75883045036337,sigmoid,64,50,relu,0.01,relu,0.01,0.6,320,5,binary_crossentropy,nadam,16
0.805472316829296,0.961484120700554,0.750011368691353,sigmoid,64,25,tanh,0.01,tanh,0.01,0.6,64,5,binary_crossentropy,nadam,16
0.805353064182775,0.938532616601209,0.745470510062997,sigmoid,64,50,tanh,0.001,tanh,0.001,0.6,320,5,binary_crossentropy,nadam,64
0.805318669808366,0.89922856684577,0.764667274031817,sigmoid,64,50,relu,0.01,relu,0.001,0.6,320,3,binary_crossentropy,nadam,64
